variety,count,avg_price,min_price,max_price,stddev_price,cv
菊苣,71,33.21830985915493,17.0,81.0,13.40834825088092,0.40364330117131453
红薯,1530,3.229908496732026,1.7,7.0,1.3022275495112388,0.4031778456971191
美早,271,94.20295202952029,45.0,200.0,37.97161891604174,0.4030831104331275
羊角蜜,719,8.999721835883172,3.9,16.5,3.627275953348049,0.40304311838679097
紫甜葡萄,324,15.128086419753087,10.5,31.0,6.068732842060029,0.4011566746562173
鲍鱼,1677,14.857483601669648,7.0,23.0,5.939579359839984,0.3997702113682635
车厘子,26,107.03846153846153,56.0,195.0,42.378750117700044,0.39592077005397097
线茄,716,5.429441340782123,2.1,13.8,2.1419513280322637,0.39450676295983533
黄心菜,504,6.473214285714286,1.8,14.0,2.517038712936248,0.3888390839294618
散叶生菜,717,4.0739191073919105,1.8,9.8,1.5746872915194772,0.38652885587794084
团生菜,717,3.993054393305439,1.6,11.0,1.5427278545066714,0.38635282732264653
蓝莓,481,89.8016632016632,21.6,190.0,34.59801893020269,0.3852714715595814
香芹,514,6.801750972762646,2.1,14.1,2.608954599376393,0.38357102602313037
柿子椒,716,4.9162290502793295,2.2,12.5,1.880690179232029,0.3825473060750032
仙人掌,71,81.12676056338029,17.0,161.0,30.891482680720895,0.3807804288769416
豇豆,716,8.443296089385475,2.8,20.5,3.201502667559451,0.37917687993723603
荸荠,897,7.283500557413601,4.0,15.8,2.757743927870616,0.37862891697915946
尖椒,716,5.051173184357542,2.4,11.5,1.9075776073353337,0.37765040669021493
L600吊秧瓜,654,7.129969418960244,3.3,17.0,2.688866672166296,0.3771217678740634
卞萝卜,716,1.4122625698324023,0.7,3.3,0.5320170545624222,0.37671256459452745
芥兰,514,5.855252918287937,2.4,12.5,2.1997300991274047,0.3756848986415092
白萝卜,817,1.3508812729498165,0.6,3.2,0.5061898299796711,0.37471082034792214
冬瓜,1534,1.9360299869621902,0.6,3.5,0.7250735944025296,0.3745156837886778
麒麟,719,6.943532684283727,2.2,15.5,2.598340864184859,0.3742102157977954
美人椒,716,11.878491620111731,4.0,25.0,4.441606962229176,0.3739201158090641
芋头,813,7.600123001230012,4.1,15.5,2.8195766171755285,0.3709909190573896
广茄,716,4.651117318435754,1.4,9.6,1.7134960402415367,0.36840525037923855
荆芥,343,8.267638483965015,0.0,18.0,3.041319152064361,0.36785826544822475
螺丝椒,716,7.430446927374302,3.5,15.0,2.730597479889582,0.36748765001333417
散生菜,514,5.2476653696498055,2.2,10.5,1.9212985975791503,0.3661244500632793
玉米,1432,3.75481843575419,1.5,9.5,1.3696640324183216,0.3647750366238979
紫甘蓝,716,2.459944134078212,1.5,4.7,0.8959788941112493,0.36422733414919184
线椒,716,7.2768156424581,3.5,17.5,2.649706446246348,0.36412994040773583
玉荷包,41,15.207317073170731,9.0,25.0,5.532828853484553,0.3638267570053996
久红瑞,514,5.223929961089494,2.7,11.5,1.8790917207230873,0.35970844454644774
树莓,56,118.92857142857143,22.5,190.0,42.645944981634806,0.35858452236810046
水晶,108,53.7962962962963,34.0,88.0,18.799860438564927,0.3494638429199677
青蒜,1229,7.007241659886086,2.3,14.0,2.4354977869122756,0.34756868752716436
青提（维多利亚）,204,10.620098039215685,8.5,23.0,3.6898259788081837,0.347438033545751
长茄,716,3.6412011173184355,1.8,7.3,1.2647974862299405,0.3473572168849056
绿宝甜瓜,719,9.668150208623087,4.6,17.0,3.353022301032623,0.34681115091096126
花蕾甜瓜,631,8.900316957210777,4.6,14.5,3.083643468729127,0.34646445554176014
冬春笋,71,36.12676056338028,17.0,75.0,12.48190642200002,0.3455030627532169
樱桃萝卜,513,5.462962962962963,2.5,15.0,1.8826595094981204,0.34462241868779153
茄子,812,3.5637068965517242,1.5,9.8,1.22449201437546,0.34360065233206744
韭菜,813,4.5264698646986465,1.8,8.7,1.5455995729939287,0.34145804991387657
黑美人,420,4.841904761904762,2.5,22.9,1.6433147101914003,0.3393942654801279
盖菜,514,4.72568093385214,1.4,9.5,1.5777083904970313,0.33385842433737095
板栗南瓜,716,3.8451117318435752,2.2,7.5,1.2810140711309923,0.3331539264573719
爱媛,340,9.313235294117646,6.8,23.0,3.099552941965758,0.33281162174904716
小米椒,716,13.397067039106144,8.0,29.0,4.448562876416331,0.3320549836341747
小河虾,1058,57.587901701323254,39.0,113.0,19.022227827095808,0.3303163905112159
散菜花,717,4.7097629009762905,2.1,10.8,1.5552271114813265,0.33021346173476
西梅（新疆）,73,23.705479452054796,17.5,34.0,7.827052276328394,0.33017903274890076
球茎茴香,71,20.93661971830986,14.5,49.0,6.852491505943965,0.327296937048114
莲藕,812,7.321650246305419,4.3,17.0,2.382464967252382,0.32539999687291793
海螺,1677,54.350029815146094,27.0,88.0,17.645737051678026,0.32466839690234295
夏黑,214,16.957943925233646,12.0,27.0,5.4781347256122,0.3230423894408958
台农,1107,14.90207768744354,8.0,31.0,4.812747278475442,0.3229581390875886
羊蝎子,1434,35.44839609483961,17.0,59.0,11.293789130828705,0.3185980291072406
西瓜,102,4.618921568627451,2.25,7.79,1.4710371547378729,0.3184806524383143
公梭子蟹,545,151.33394495412844,60.0,220.0,48.17536940123545,0.3183381588039492
布鲁克斯,73,48.58904109589041,31.0,70.0,15.455883108992614,0.3180940138022162
小白杏,96,5.916666666666667,4.0,10.5,1.8819735814839464,0.3180800419409487
榴莲,124,55.416935483870965,30.3,113.0,17.52590984045168,0.3162554855735856
绿菜花,717,4.797071129707113,1.6,10.0,1.5128609959207058,0.3153718081334921
红灯,94,41.54255319148936,18.0,62.0,12.99682748188628,0.31285577037063006
水萝卜,585,4.925470085470086,2.2,8.5,1.5392304248882074,0.31250426825834704
金城5号,122,2.0926229508196723,1.2,3.3,0.6522900577725422,0.3117093108039567
小龙虾,574,48.97560975609756,23.0,98.0,15.195621357509927,0.3102691611842166
桂鱼,559,92.08050089445439,58.0,185.0,28.493770225860587,0.309444127139589
小黄瓜,1386,8.446969696969697,3.8,20.0,2.6099659420336625,0.3089825151107116
红颜草莓,119,21.605042016806724,9.5,32.0,6.666344114591732,0.3085550173614998
鸭梨,819,4.881013431013431,3.1,9.0,1.5029744993795333,0.30792263135966724
甲鱼,1118,65.60644007155635,40.0,101.0,20.178896269091407,0.307574930861703
蜜桔,337,5.537685459940653,2.8,8.7,1.7017247856243374,0.3072989244214991
姜,1403,12.168282252316464,5.5,19.0,3.735025122777671,0.30694760733928883
凯特芒,383,12.22845953002611,8.0,22.0,3.753099867510124,0.3069151807956395
西芹,717,4.68418410041841,2.7,8.8,1.429753781835959,0.30523005739852277
西葫芦,816,3.186433823529412,1.7,7.0,0.9709437079248513,0.30471171274770054
扁豆,716,8.325837988826816,4.5,16.0,2.5177445776589518,0.3024013415872057
皇冠梨,853,5.971277842907385,3.8,10.7,1.8033635459374249,0.3020063030695246
琵琶虾,402,110.21641791044776,45.0,210.0,32.84734477788251,0.2980258785453488
南北瓜,716,2.477178770949721,1.3,3.8,0.734529677900443,0.29651863907215426
小叶桔,252,5.255952380952381,2.7,9.3,1.5472647391517065,0.2943833252293167
甜宝草莓,105,24.4,14.0,37.0,7.1634086213843124,0.2935823205485374
贝贝南瓜,716,3.8659217877094973,2.5,7.6,1.132870906933522,0.2930403068513012
水蜜桃,281,18.80427046263345,13.0,35.0,5.507052256439931,0.29286178729364515
土豆,1023,2.576490713587488,1.3,4.7,0.7487099810186115,0.2905929282299306
毛豆,716,7.9189106145251404,4.3,17.8,2.3005491440147585,0.2905133364929024
马牙枣,89,7.603370786516854,5.7,12.0,2.203274909507243,0.2897760705573291
血橙,264,6.653030303030303,4.0,9.5,1.9166843754974245,0.28809193528314736
芦笋,71,38.00704225352113,23.0,73.0,10.869516008986679,0.28598689517808196
红金蜜,127,4.716535433070866,2.6,7.5,1.3478238651075967,0.28576566088257893
山竹,70,36.14,20.6,69.0,10.27999887215919,0.28444933237850556
奶白菜,514,5.41556420233463,2.2,9.0,1.539585199181469,0.28428897556375743
香蕉西葫,71,26.556338028169016,15.0,49.0,7.529252142607643,0.2835199693052997
葱头,1534,2.2404302477183835,1.1,3.9,0.6303336363978197,0.2813449055330961
柠檬,789,9.354499366286438,7.0,30.0,2.621193524223956,0.28020671353837734
荠菜,396,13.70959595959596,6.0,24.5,3.8348447513188586,0.27971974977385666
奶油草莓,63,25.333333333333332,17.0,42.0,7.0847405306825975,0.2796608104216815
白不老,493,8.20628803245436,4.0,17.0,2.2924542654424105,0.2793533758961635
草莓,193,21.435233160621763,12.0,33.0,5.984111086220573,0.27917172821865377
平菇,820,6.93909756097561,3.0,12.0,1.936193643945788,0.2790267216928374
莴笋,819,3.0246764346764348,1.2,5.71,0.8430534423563754,0.2787251663322332
青萝卜,716,1.8722067039106145,0.9,3.8,0.518465883061801,0.276927692855091
西柚,70,12.27,7.3,24.5,3.3972857878956386,0.27687740732645794
丝瓜,716,7.087849162011173,4.0,14.5,1.9371034131300608,0.27329918693986555
郁金香,515,18.52621359223301,13.5,34.0,5.04828747718908,0.27249429312990003
沙蜜托,122,38.942622950819676,28.0,68.0,10.564480626822615,0.2712832322610732
带鱼,3354,28.341681574239715,15.0,43.0,7.670731591458668,0.2706519573076687
花生,787,11.10864040660737,6.0,20.0,2.989353722957637,0.26910167343067315
酥梨,693,5.303780663780664,3.8,8.9,1.4228885049387525,0.2682781576273712
宁玉草莓,123,34.05691056910569,23.0,57.0,9.068320658066208,0.2662696206593802
富士,2157,7.343069077422346,4.4,10.5,1.946052195554762,0.2650189144397766
芦荟,71,21.99014084507042,13.5,32.5,5.819773066993922,0.2646537422382428
紫苏叶,268,9.509328358208956,0.0,17.0,2.512311765810724,0.2641944489846082
丰园红,18,7.944444444444445,6.2,10.5,2.0841763000459443,0.2623438699358531
青椒,99,5.14949494949495,3.42,8.53,1.3496427144273724,0.26209224936898756
澳芒,629,18.34737678855326,12.0,35.0,4.808406944453962,0.2620759904736833
龙豆,60,163.68333333333334,71.0,221.0,42.8448092960608,0.2617542569762395
山药,2148,10.56987895716946,6.5,15.0,2.7653472471906473,0.26162525213355786
油豆,716,10.276117318435753,5.5,19.0,2.6739985004899927,0.2602148669218417
墨童,96,3.3229166666666665,1.7,5.0,0.8620024626496343,0.2594113994180718
特小凤,719,6.073296244784423,3.1,10.8,1.5745925271642436,0.2592648972979804
小红扇贝,559,13.052772808586763,9.0,19.0,3.377182873572764,0.25873298517469673
火龙果,1510,10.43384105960265,7.0,18.5,2.698083742083217,0.2585896916265627
玉菇,719,5.86356050069541,3.1,10.9,1.5107992337425877,0.25765901683173714
金果,68,60.47647058823529,45.0,106.0,15.553471730765416,0.25718219961386257
豆王,716,9.211675977653632,6.0,17.2,2.3663598047701675,0.25688699977188284
蒜黄,715,13.182657342657343,8.5,25.5,3.379490984629874,0.2563588582170217
红提,414,18.469323671497584,13.0,34.0,4.7270025441465595,0.2559380423573069
红提葡萄,299,16.232441471571907,11.0,24.0,4.136754279084344,0.254844860295914
大蒜,1129,9.895766164747563,5.0,13.0,2.5200751357754108,0.2546619527806614
公河蟹,443,88.89164785553048,53.0,138.0,22.60614976078268,0.2543112913996477
秋红（晚桃）,79,7.2594936708860756,5.0,10.0,1.837746598651964,0.2531507956294772
红香酥梨,714,4.996918767507003,3.1,7.5,1.2526063830091574,0.2506757546579232
硒沙瓜,31,2.7806451612903227,2.0,3.8,0.6920594169283011,0.2488844770855839
8424西瓜,181,3.875138121546961,2.3,7.2,0.9623412467835389,0.2483372764012269
板栗,292,6.975342465753425,6.0,15.0,1.729432365960292,0.24793511923625552
先锋,73,35.9041095890411,23.0,55.0,8.858712571941128,0.2467325516030913
沙糖桔,119,8.047899159663865,4.5,12.0,1.980277704352402,0.2460614459830175
晓蜜25号,719,5.8168289290681505,3.2,12.0,1.430705053392421,0.24595962350600165
罗马生菜,621,4.775716586151368,3.0,9.76,1.1682500050869868,0.2446229762617573
蜜童,185,3.408108108108108,1.8,4.8,0.8336595522865936,0.24461065372406
白虾（笼装）,1118,56.622093023255815,37.0,105.0,13.713254287490617,0.24218910950286335
西红柿,102,4.779019607843137,2.77,7.82,1.1570751020097763,0.24211557954498256
美八,75,5.904,4.3,7.8,1.4114818741595936,0.23907213315711273
夏黑葡萄,266,17.718045112781954,15.0,28.0,4.209985158159042,0.23761002590076494
硒砂瓜,91,1.7120879120879122,1.2,2.6,0.405746271246005,0.2369891571462545
雪花梨,720,4.432805555555555,3.0,6.8,1.050471999865007,0.23697678291989804
沙漠一号,24,2.0625,1.4,2.5,0.487060838981708,0.23615070980931296
鲜竹笋,45,33.72222222222222,17.0,49.0,7.905374721981843,0.23442626852664444
法香,71,20.964788732394368,15.0,43.0,4.913773603469837,0.23438221420648866
红心蜜柚,446,5.959417040358745,4.2,12.5,1.3721593320121666,0.23025059711705717
胡萝卜,1536,2.1242187500000003,1.1,3.66,0.4888576476585658,0.23013526627545575
无籽红提,55,32.14181818181818,18.5,44.0,7.348663040638649,0.22863246251562716
菜花,98,4.45265306122449,2.9,7.41,1.0175486523188428,0.22852637255304473
黄花鱼,1677,44.40548598688134,23.0,82.0,10.064255658634842,0.22664442095303525
南丰蜜桔,93,8.0,5.5,10.5,1.797643384859866,0.22470542310748326
山楂,819,8.784493284493285,5.5,12.0,1.9681799594930212,0.22405162093610176
猪腰子,717,39.3160390516039,26.0,63.0,8.780346065298671,0.22332733095961446
心里美,716,2.2287709497206705,1.1,3.3,0.4915443316528798,0.22054501908977436
姑娘果（灯笼果）,720,28.424305555555556,18.0,55.0,6.255470446302082,0.22007469748295908
马蹄笋,46,26.32608695652174,19.0,57.0,5.76986172692432,0.21916898384683628
杏核,71,32.971830985915496,22.5,40.0,7.187234379660158,0.2179810512412948
南果梨,433,7.971593533487297,5.0,11.0,1.7285327489035784,0.21683653859699553
沙果,164,5.510365853658537,4.0,6.8,1.193264270784626,0.21654901007931684
磨盘柿子,264,4.255303030303031,2.7,6.5,0.9198953812180043,0.21617623343560005
三文鱼肉,808,168.6881188118812,120.0,210.0,36.42495648174671,0.21593077650221087
白豆,223,8.870224215246637,3.5,13.5,1.9145905976757212,0.21584466764490753
春雪,195,24.446153846153845,19.0,42.0,5.259348385506217,0.21514011646186543
椰青,272,14.95514705882353,12.0,29.0,3.215066465381064,0.21498059850131507
白蛤,559,13.180679785330948,8.5,25.0,2.8334128204162004,0.21496712359020848
菠萝,355,5.170084507042253,3.4,7.72,1.1099319181350198,0.21468351564141055
圣女果,720,11.508888888888889,7.0,18.0,2.469829945526763,0.21460194545028835
胭脂红,42,7.714285714285714,5.5,10.5,1.6496224887533195,0.21383995224580069
沃柑,327,7.951070336391437,6.0,13.5,1.696095412531929,0.21331661534536184
朝天椒,71,21.887323943661972,16.5,31.0,4.635420448720754,0.2117856189569971
紫薯,715,5.2846153846153845,3.9,7.6,1.1187545403759143,0.21170027692702892
牛蛙,559,19.18515205724508,14.0,29.0,4.035147277622715,0.2103265726319267
红宝石,371,11.265498652291106,9.0,26.5,2.355613412249801,0.20909979087084007
石榴,357,9.225770308123248,6.8,13.0,1.9282661720414818,0.20900869061780697
罗氏虾,421,122.26840855106889,85.0,185.0,25.204717521099134,0.20614251726824157
牛油果,70,32.21771428571428,14.5,48.0,6.640665710348965,0.20611846177099893
黄鳝,1101,70.20072661217075,45.0,96.0,14.336369497911438,0.2042196739232316
丑橘,390,7.872307692307692,6.3,14.5,1.6032910586374352,0.2036621434657676
耙耙柑、丑橘,79,15.145569620253164,11.2,20.0,3.0512207505863613,0.20145962331493736
黑莓,51,140.37254901960785,38.0,186.0,28.20635445023954,0.20093924807406294
红啤梨,551,8.683847549909256,6.3,13.5,1.740588324360052,0.20043976064253233
架豆,716,8.15949720670391,4.0,14.5,1.621397747604283,0.19871294842433784
箱装菠萝,170,4.9682352941176475,3.9,6.4,0.9831975085194181,0.1978967279757294
蒜苗,715,9.196363636363635,6.0,22.0,1.8145577454468003,0.19731252668954927
油蟠,115,7.730434782608696,6.0,11.0,1.5164116180215677,0.19616123292742438
多宝鱼,559,68.17710196779964,47.0,95.0,13.305445762050221,0.19516003728545755
泥鳅,559,29.695885509838998,24.0,41.0,5.740864729594247,0.1933218905929629
淡水鲈鱼,559,40.158318425760285,30.0,61.0,7.750099874407931,0.19298865535755322
库尔勒香梨,713,9.35680224403927,7.0,13.0,1.805434021831309,0.19295417117332544
网纹,719,10.234492350486788,6.5,21.0,1.9631438991965278,0.1918164411059581
高山娃娃,71,12.38450704225352,9.0,17.0,2.365806892694568,0.1910295568990269
洋白菜,102,2.1816666666666666,1.53,3.55,0.41662976734302554,0.19096857173859078
克伦生,623,18.831460674157302,11.0,27.0,3.596131221202437,0.19096400876313657
百香果,790,17.763924050632912,13.0,29.0,3.3847533033466286,0.1905408564965145
水仙芒果,502,17.717131474103585,12.5,25.0,3.3590324708708446,0.18959234319509377
牛舌,717,57.93444909344491,48.0,88.0,10.949089851934867,0.18899100661636772
嘎啦,226,6.938495575221238,5.0,10.5,1.3056715402778167,0.18817790198506895
龙眼,67,15.865671641791044,8.5,22.0,2.982502114038519,0.18798461113883422
玉纹,50,20.16,17.0,27.5,3.7842854446421725,0.18771257165883792
生姜,101,12.610198019801981,9.4,16.75,2.365781469281565,0.1876085899338411
孢子甘蓝,71,35.66901408450704,23.0,51.0,6.657403860135092,0.1866438989415959
南瓜,102,3.018137254901961,2.12,4.04,0.5630182635874114,0.18654495009230454
伦晚脐橙,328,7.080182926829269,5.0,9.5,1.3205054043851423,0.18650724395570195
生蚝,1118,18.029516994633273,12.0,24.0,3.34926413157832,0.18576560495632097
金针菇,696,5.054454022988506,3.5,8.3,0.9381492514663958,0.18560842520270943
秋葵,71,21.570422535211268,15.0,31.0,3.989536112174201,0.18495400846514415
西州蜜,268,3.8059701492537314,2.5,5.5,0.7038429764053796,0.18493129183984483
杨梅,147,30.156462585034014,22.0,50.0,5.556312811435481,0.1842494886715578
鲍鱼果,71,50.859154929577464,45.0,70.0,9.327832047385145,0.18340517179848942
橙子,22,11.727272727272727,8.5,15.0,2.1421355206299597,0.18266271881340743
豆角,102,8.29549019607843,5.49,11.44,1.5103403507655004,0.18206764339007853
啤梨,70,18.992857142857144,16.5,26.0,3.3820635767630214,0.17807028986341594
黑枣,356,21.178370786516854,16.0,29.0,3.7478344752242334,0.17696519307378833
猪皮,717,8.483960948396096,6.0,12.0,1.499797728869835,0.176780366858404
话梅,71,24.718309859154928,18.0,28.0,4.366047897752939,0.17663213717405052
蓝莓葡萄,104,22.153846153846153,18.0,31.0,3.906104833000882,0.1763172320451787
新疆无核,252,11.948412698412698,10.5,20.0,2.1060805207016076,0.17626446071630858
金秋桔,43,11.418604651162791,10.0,16.0,1.999792348024151,0.17513456408358144
鸭脖子,717,19.363319386331938,14.0,25.0,3.3680443117391943,0.17393940803954352
油栗,333,15.25975975975976,10.5,20.0,2.636788378721167,0.17279357081848837
豆尖,71,26.866197183098592,17.0,39.0,4.637546878067938,0.17261642377081185
沃柑(贵妃柑),103,9.325242718446601,7.0,11.5,1.6049994469855462,0.17211342325821058
猪肝,717,9.504881450488146,7.0,14.0,1.6335915614246037,0.17186869398993995
突围,106,6.370754716981132,4.5,9.0,1.0929180669967968,0.17155236946788163
蜜柚,369,4.8325203252032525,3.5,7.0,0.8272692048067755,0.17118794110234417
串红杏,37,4.897297297297297,4.0,6.0,0.837816768116357,0.17107737538799783
新疆干枣,71,32.105633802816904,25.5,43.0,5.469340188044201,0.17035453097220368
鸭头,717,23.91213389121339,20.5,31.0,4.0732580050058464,0.17034272321896715
丰水梨,660,7.280272727272727,5.6,9.5,1.231997496517353,0.1692240857821371
八爪鱼,559,93.03220035778175,75.0,125.0,15.641905643969288,0.1681343189112361
金秋沙糖桔,65,17.23076923076923,14.0,22.5,2.879177566864966,0.16709512664841322
京白梨,332,5.678915662650603,4.9,9.0,0.9462478128795423,0.16662473420812984
白虾,2209,42.483023992756905,24.0,59.0,7.078625249053926,0.16662244312600694
玉露香梨,285,7.069122807017544,5.2,8.5,1.1720757448931112,0.16580214786049371
母河蟹,883,129.45300113250283,85.0,187.0,21.34265313928441,0.16486796715851287
金桔,395,14.443291139240507,11.4,22.0,2.378632526097847,0.16468770885850373
黄蚬子,559,51.055456171735244,20.0,63.0,8.319911864826912,0.16295832979811645
伽师瓜,91,3.375824175824176,2.8,4.5,0.5486023978844708,0.16250917385249625
阿克苏,719,9.917663421418638,7.9,12.0,1.6115900185685652,0.16249694611415244
青皮,339,11.793510324483776,8.5,16.5,1.9049497366475152,0.16152525280728056
鄂、湘、川脐橙,128,7.2890625,4.5,8.5,1.1715279998065389,0.16072409858010395
秋月梨,571,8.25429071803853,6.5,12.0,1.3264759986459882,0.16070139082297785
母梭子蟹,258,170.61627906976744,120.0,220.0,27.343400005193153,0.16026255029282432
钉螺,559,14.245080500894455,11.0,19.0,2.270041751695308,0.15935618977743027
面包蟹,466,169.49570815450645,120.0,220.0,26.84108916497155,0.15835851808415194
牛心管,717,75.23570432357043,62.0,118.0,11.82041872523256,0.1571118238542145
羊腰子,717,22.230125523012553,17.0,29.0,3.4764831023260068,0.15638612110971495
基围虾,90,176.35555555555555,130.0,220.0,27.53967969227415,0.15615997809379242
毛豆仁,71,33.978873239436616,27.0,51.0,5.3052781128919815,0.15613460974728735
象牙芒,251,10.689243027888446,7.5,13.5,1.6676461929021984,0.15601162669342222
耙耙柑,285,9.643157894736843,6.8,15.5,1.4943310221817347,0.1549628284109429
鸡嘴,26,17.403846153846153,13.5,21.0,2.68707733706803,0.15439560389783155
生菜,103,4.647378640776699,3.7,6.46,0.7173698709147003,0.15436010843196735
木瓜,720,12.083055555555555,8.5,16.3,1.858788573813269,0.15383431494351063
辽峰,541,17.484288354898336,14.0,24.5,2.6764115178712276,0.15307523323483815
前肘,717,19.366806136680612,15.5,31.0,2.956323113131588,0.15264897537918398
花牛,647,7.132457496136012,6.0,11.0,1.0841943496885187,0.15200852585183688
荷兰豆,71,24.591549295774648,19.0,33.0,3.728567188569636,0.15161985703805506
去皮核桃,213,8.288262910798121,5.8,10.5,1.2545401647183276,0.15136346158661143
凉瓜,71,17.281690140845072,11.0,24.5,2.615520153629918,0.1513463169582104
水仙芒,199,16.35175879396985,13.5,21.0,2.4668272720258844,0.1508600575086512
