date,avg_price,count
2023-09-12,25.43047817047817,481
2023-09-13,25.470602910602913,481
2023-09-14,25.505125,480
2023-09-15,25.546179540709815,479
2023-09-16,18.308915662650605,332
2023-09-17,26.69897777777778,450
2023-09-18,24.33264258555133,526
2023-09-19,25.424813278008298,482
2023-09-20,27.08952218430034,586
2023-09-21,25.400207039337474,483
2023-09-22,25.533954451345753,483
2023-09-23,18.50433234421365,337
2023-09-24,26.801881838074397,457
2023-09-25,24.494621212121213,528
2023-09-26,25.29929752066116,484
2023-09-27,25.370833333333334,480
2023-09-28,25.359041666666666,480
2023-09-29,25.606041666666666,480
2023-09-30,22.38271264367816,435
2023-10-01,26.799552572706933,447
2023-10-02,16.63465,400
2023-10-03,17.19747191011236,356
2023-10-04,25.40903361344538,476
2023-10-05,25.123048016701464,479
2023-10-06,23.94240157480315,508
2023-10-07,26.52840449438202,445
2023-10-08,26.39591011235955,445
2023-10-09,23.93422480620155,516
2023-10-10,26.942783171521036,618
2023-10-11,24.9295966029724,471
2023-10-12,24.854607218683654,471
2023-10-13,24.737100213219616,469
2023-10-14,17.783456790123456,324
2023-10-15,25.97497737556561,442
2023-10-16,23.520058252427184,515
2023-10-17,24.741829787234042,470
2023-10-18,24.749148936170215,470
2023-10-19,24.749191489361703,470
2023-10-20,26.64351304347826,575
2023-10-21,17.799015384615384,325
2023-10-22,26.001173814898422,443
2023-10-23,23.52563600782779,511
2023-10-24,24.702942430703626,469
2023-10-25,24.703461538461536,468
2023-10-26,24.49794871794872,468
2023-10-27,24.77351812366738,469
2023-10-28,26.09158371040724,442
2023-10-29,17.764024767801857,323
2023-10-30,23.63678988326848,514
2023-10-31,26.678356643356643,572
2023-11-01,24.608272921108743,469
2023-11-02,24.513164556962025,474
2023-11-03,24.52223628691983,474
2023-11-04,17.985792682926828,328
2023-11-05,25.816778523489933,447
2023-11-06,23.407938342967242,519
2023-11-07,24.51567226890756,476
2023-11-08,24.625199161425574,477
2023-11-09,25.026234309623433,478
2023-11-10,27.037246127366608,581
2023-11-11,18.771024096385542,332
2023-11-12,26.516000000000002,450
2023-11-13,24.225365384615387,520
2023-11-14,25.51856842105263,475
2023-11-15,25.219789029535864,474
2023-11-16,25.271012658227846,474
2023-11-17,25.21957805907173,474
2023-11-18,18.977142857142855,329
2023-11-19,26.45740492170022,447
2023-11-20,26.181109324758843,622
2023-11-21,25.323594080338264,473
2023-11-22,25.35915611814346,474
2023-11-23,25.31987341772152,474
2023-11-24,25.315729386892176,473
2023-11-25,19.018527607361964,326
2023-11-26,26.60293453724605,443
2023-11-27,24.339512670565302,513
2023-11-28,25.469787234042553,470
2023-11-29,25.486481876332622,469
2023-11-30,27.725017421602786,574
2023-12-01,25.4941452991453,468
2023-12-02,19.09425925925926,324
2023-12-03,26.554672686230248,443
2023-12-04,24.230818713450294,513
2023-12-05,25.636255319148937,470
2023-12-06,25.68182978723404,470
2023-12-07,25.70889361702128,470
2023-12-08,25.668365180467088,471
2023-12-09,19.12466257668712,326
2023-12-10,29.010108695652175,552
2023-12-11,24.214332688588005,517
2023-12-12,25.375729386892175,473
2023-12-13,25.40693446088795,473
2023-12-14,25.57137420718816,473
2023-12-15,25.69207627118644,472
2023-12-16,18.678776758409786,327
2023-12-17,26.69191011235955,445
2023-12-18,24.582315175097275,514
2023-12-19,25.785458422174838,469
2023-12-20,28.224208695652173,575
2023-12-21,25.87040511727079,469
2023-12-22,25.96588486140725,469
2023-12-23,18.83716049382716,324
2023-12-24,27.076108597285067,442
2023-12-25,24.81615234375,512
2023-12-26,26.115546038543897,467
2023-12-27,25.977867803837956,469
2023-12-28,25.8596170212766,470
2023-12-29,25.785148936170213,470
2023-12-30,18.659263803680982,326
2023-12-31,29.03266787658802,551
2024-01-01,24.64477582846004,513
2024-01-02,25.753787234042555,470
2024-01-03,25.757829787234044,470
2024-01-04,25.67191489361702,470
2024-01-05,25.54868085106383,470
2024-01-06,18.518527607361964,326
2024-01-07,18.49312883435583,326
2024-01-08,24.26013671875,512
2024-01-09,25.500811965811963,468
2024-01-10,27.89170138888889,576
2024-01-11,25.589935760171308,467
2024-01-12,25.648779443254817,467
2024-01-13,18.429783281733744,323
2024-01-14,18.415108359133125,323
2024-01-15,24.419667318982388,511
2024-01-16,25.765524625267666,467
2024-01-17,25.87152034261242,467
2024-01-18,25.89002141327623,467
2024-01-19,25.74630901287554,466
2024-01-20,24.40111888111888,429
2024-01-21,18.769719626168225,321
2024-01-22,24.61990215264188,511
2024-01-23,25.892162740899355,467
2024-01-24,25.94884615384615,468
2024-01-25,25.980942184154177,467
2024-01-26,26.145763440860218,465
2024-01-27,19.249655172413796,319
2024-01-28,19.341191222570533,319
2024-01-29,25.181039215686276,510
2024-01-30,26.711072961373393,466
2024-01-31,29.513205574912895,574
2024-02-01,26.886081370449677,467
2024-02-02,23.98756345177665,788
2024-02-03,19.749781931464174,321
2024-02-04,19.891,320
2024-02-05,25.41404339250493,507
2024-02-06,26.74254859611231,463
2024-02-07,27.06233261339093,463
2024-02-08,27.65291576673866,463
2024-02-12,11.297674418604652,43
2024-02-17,28.094036697247706,436
2024-02-18,27.934495412844036,436
2024-02-19,25.5786083499006,503
2024-02-20,29.79391608391608,572
2024-02-21,26.621130434782607,460
2024-02-22,26.898655097613883,461
2024-02-23,26.809652173913044,460
2024-02-24,19.914132492113563,317
2024-02-25,19.7989905362776,317
2024-02-26,25.30205533596838,506
2024-02-27,31.213899480069323,577
2024-02-28,26.607,460
2024-02-29,29.748411867364748,573
2024-03-01,26.962309368191722,459
2024-03-02,20.041772151898734,316
2024-03-03,20.02151898734177,316
2024-03-04,24.58321691176471,544
2024-03-05,26.91023965141612,459
2024-03-06,26.858562091503266,459
2024-03-07,26.739041394335512,459
2024-03-08,26.637385620915033,459
2024-03-09,19.838548895899052,317
2024-03-10,25.469883990719257,431
2024-03-11,25.383359683794467,506
2024-03-12,26.64731182795699,465
2024-03-13,26.572543103448275,464
2024-03-14,26.405714285714286,469
2024-03-15,26.374243070362475,469
2024-03-16,19.2729012345679,324
2024-03-17,19.165415384615386,325
2024-03-18,23.520039292730846,509
2024-03-19,24.87763948497854,466
2024-03-20,27.780694444444446,576
2024-03-21,24.876129032258063,465
2024-03-22,24.905677419354838,465
2024-03-23,19.01388888888889,324
2024-03-24,19.04922600619195,323
2024-03-25,24.279470588235295,510
2024-03-26,25.042350427350428,468
2024-03-27,25.121833688699358,469
2024-03-28,25.101535181236674,469
2024-03-29,25.138507462686565,469
2024-03-30,19.099938650306747,326
2024-03-31,24.303623853211008,436
2024-04-01,23.99279843444227,511
2024-04-02,25.138158458244114,467
2024-04-03,25.110788912579956,469
2024-04-04,25.081151385927505,469
2024-04-05,24.0528370221328,497
2024-04-06,19.12963190184049,326
2024-04-07,26.307727272727274,440
2024-04-08,23.97343811394892,509
2024-04-09,25.076309012875534,466
2024-04-10,27.593645833333333,576
2024-04-11,25.042612419700212,467
2024-04-12,25.004582441113488,467
2024-04-13,19.013086419753087,324
2024-04-14,18.94604938271605,324
2024-04-15,23.838941176470588,510
2024-04-16,24.976017130620985,467
2024-04-17,24.98334763948498,466
2024-04-18,24.98218884120172,466
2024-04-19,24.904334763948498,466
2024-04-20,23.433132250580048,431
2024-04-21,18.858695652173914,322
2024-04-22,23.681377952755906,508
2024-04-23,24.8392656587473,463
2024-04-24,24.813261339092875,463
2024-04-25,24.86833693304536,463
2024-04-26,24.85062634989201,463
2024-04-27,18.8493125,320
2024-04-28,18.917680250783697,319
2024-04-29,23.651597633136095,507
2024-04-30,27.236293706293704,572
2024-05-01,24.94380129589633,463
2024-05-02,25.016883116883115,462
2024-05-03,24.953463203463205,462
2024-05-04,18.868553459119497,318
2024-05-05,19.018584615384615,325
2024-05-06,23.67703125,512
2024-05-07,24.79923404255319,470
2024-05-08,24.844203821656052,471
2024-05-09,24.742250530785565,471
2024-05-10,27.158384879725087,582
2024-05-11,18.660243161094225,329
2024-05-12,18.426585365853658,328
2024-05-13,23.357719298245616,513
2024-05-14,24.479531914893617,470
2024-05-15,24.610147368421053,475
2024-05-16,24.56415094339623,477
2024-05-17,24.577316561844864,477
2024-05-18,18.738851963746225,331
2024-05-19,18.64367469879518,332
2024-05-20,27.34250750750751,666
2024-05-21,24.548134171907755,477
2024-05-22,24.554297693920336,477
2024-05-23,24.45719077568134,477
2024-05-24,24.485894736842102,475
2024-05-25,18.604531722054382,331
2024-05-26,18.486948640483384,331
2024-05-27,22.380418943533698,549
2024-05-28,24.590504201680673,476
2024-05-29,24.606540880503143,477
2024-05-30,24.576352201257862,477
2024-05-31,27.057876712328767,584
2024-06-01,18.736265060240964,332
2024-06-02,18.694277108433734,332
2024-06-03,23.52722868217054,516
2024-06-04,24.568235294117645,476
2024-06-05,24.58453781512605,476
2024-06-06,24.556932773109246,476
2024-06-07,24.5790756302521,476
2024-06-08,18.675495495495493,333
2024-06-09,18.71125748502994,334
2024-06-10,25.820906200317964,629
2024-06-11,24.433150105708243,473
2024-06-12,24.490530785562633,471
2024-06-13,24.444392324093815,469
2024-06-14,24.287036247334758,469
2024-06-15,18.426380368098158,326
2024-06-16,18.437484662576686,326
2024-06-17,23.13734375,512
2024-06-18,24.237319148936173,470
2024-06-19,24.200169851380043,471
2024-06-20,26.438307426597582,579
2024-06-21,24.133375796178342,471
2024-06-22,18.32376899696049,329
2024-06-23,18.33939393939394,330
2024-06-24,23.638897485493228,517
2024-06-25,27.77946472019465,822
2024-06-26,24.831603375527425,474
2024-06-27,24.858855932203387,472
2024-06-28,25.03496828752643,473
2024-06-29,18.551158536585366,328
2024-06-30,25.99235294117647,544
2024-07-01,24.543397312859884,521
2024-07-02,25.780378151260503,476
2024-07-03,25.824715789473682,475
2024-07-04,25.830694736842105,475
2024-07-05,25.825978947368423,475
2024-07-06,18.319510703363914,327
2024-07-07,18.26183486238532,327
2024-07-08,23.94530769230769,520
2024-07-09,25.075062761506274,478
2024-07-10,26.693333333333335,582
2024-07-11,24.588805031446544,477
2024-07-12,24.533319327731093,476
2024-07-13,17.7202416918429,331
2024-07-14,16.18696261682243,428
2024-07-15,23.421996161228407,521
2024-07-16,24.885899581589957,478
2024-07-17,24.804033613445377,476
2024-07-18,24.53216842105263,475
2024-07-19,24.49414736842105,475
2024-07-20,22.423909090909092,440
2024-07-21,17.770542168674698,332
2024-07-22,23.513810444874274,517
2024-07-23,24.59805084745763,472
2024-07-24,24.521949152542373,472
2024-07-25,24.52292372881356,472
2024-07-26,24.869576271186443,472
2024-07-27,17.662613981762917,329
2024-07-28,17.724695121951218,328
2024-07-29,23.50814453125,512
2024-07-30,24.69786780383795,469
2024-07-31,26.995424610051995,577
2024-08-01,24.75053078556263,471
2024-08-02,24.731063829787235,470
2024-08-03,17.785,328
2024-08-04,17.84376899696049,329
2024-08-05,23.295175097276264,514
2024-08-06,24.856595744680853,470
2024-08-07,24.88744680851064,470
2024-08-08,24.583027718550106,469
2024-08-09,24.534340425531912,470
2024-08-10,22.575275229357796,436
2024-08-11,16.870310880829013,386
2024-08-12,23.832644787644785,518
2024-08-13,25.013995771670192,473
2024-08-14,24.99451476793249,474
2024-08-15,24.74926931106472,479
2024-08-16,24.79875,480
2024-08-17,17.872603550295857,338
2024-08-18,17.90232142857143,336
2024-08-19,23.482969348659005,522
2024-08-20,26.896872852233678,582
2024-08-21,24.664968421052635,475
2024-08-22,24.71383966244726,474
2024-08-23,24.3338266384778,473
2024-08-24,18.146265060240964,332
2024-08-25,18.19475903614458,332
2024-08-26,23.30408560311284,514
2024-08-27,24.37932059447983,471
2024-08-28,24.361740976645432,471
2024-08-29,24.40271762208068,471
2024-08-30,24.415159235668792,471
2024-08-31,22.875377574370713,437
2024-09-01,18.254363636363635,330
2024-09-02,23.383514563106797,515
2024-09-03,24.369936305732484,471
2024-09-04,24.332653927813165,471
2024-09-05,24.246906779661018,472
2024-09-06,24.25242553191489,470
2024-09-07,18.33829268292683,328
2024-09-08,18.274085365853658,328
2024-09-09,23.25796875,512
2024-09-10,26.982291666666665,576
2024-09-11,24.685083333333335,480
2024-09-12,24.91698689956332,458
2024-09-13,24.790703624733474,469
2024-09-14,18.193575757575758,330
2024-09-15,18.264268292682928,328
2024-09-16,23.953430799220275,513
2024-09-17,22.668315018315017,546
2024-09-18,24.424899598393576,498
2024-09-19,24.752236286919832,474
2024-09-20,26.922030981067127,581
2024-09-21,17.964179104477612,335
2024-09-22,17.984059701492537,335
2024-09-23,22.745577617328518,554
2024-09-24,24.827494736842105,475
2024-09-25,24.880252100840337,476
2024-09-26,24.851974789915968,476
2024-09-27,24.504905660377357,477
2024-09-28,18.07117117117117,333
2024-09-29,18.000420420420422,333
2024-09-30,26.06252396166134,626
2024-10-01,24.606442105263156,475
2024-10-02,24.432563025210083,476
2024-10-03,24.243578947368423,475
2024-10-04,24.5215644820296,473
2024-10-05,17.830421686746988,332
2024-10-06,17.9207250755287,331
2024-10-07,23.367341040462428,519
2024-10-08,24.39291139240506,474
2024-10-09,24.242063157894737,475
2024-10-10,26.709605488850773,583
2024-10-11,24.115126050420166,476
2024-10-12,17.7437125748503,334
2024-10-13,17.718922155688624,334
2024-10-14,22.965230769230768,520
2024-10-15,23.952746331236895,477
2024-10-16,23.88712788259958,477
2024-10-17,23.8651572327044,477
2024-10-18,23.83350104821803,477
2024-10-19,17.580835820895523,335
2024-10-20,22.70366515837104,442
2024-10-21,22.94741811175337,519
2024-10-22,23.993836477987422,477
2024-10-23,24.16569037656904,478
2024-10-24,24.03778705636743,479
2024-10-25,23.92212943632568,479
2024-10-26,17.72967359050445,337
2024-10-27,15.172009237875288,433
2024-10-28,22.83459923664122,524
2024-10-29,23.733221757322173,478
2024-10-30,23.72259958071279,477
2024-10-31,26.44919658119658,585
2024-11-01,23.613389121338912,478
2024-11-02,17.434285714285714,336
2024-11-03,17.412559523809524,336
2024-11-04,22.615881226053638,522
2024-11-05,23.579706498951783,477
2024-11-06,23.631470588235295,476
2024-11-07,23.62096638655462,476
2024-11-08,23.657394957983193,476
2024-11-09,17.283592814371257,334
2024-11-10,22.634660633484163,442
2024-11-11,22.786142034548945,521
2024-11-12,23.876884210526317,475
2024-11-13,23.913755274261604,474
2024-11-14,23.871645569620252,474
2024-11-15,23.870253164556964,474
2024-11-16,17.6037125748503,334
2024-11-17,17.57131736526946,334
2024-11-18,22.725868725868725,518
2024-11-19,23.88151898734177,474
2024-11-20,26.931959114139694,587
2024-11-21,23.814088050314464,477
2024-11-22,23.756050420168066,476
2024-11-23,17.335892857142856,336
2024-11-24,17.33922619047619,336
2024-11-25,22.73894026974952,519
2024-11-26,23.86109243697479,476
2024-11-27,24.409620253164558,474
2024-11-28,24.305515789473684,475
2024-11-29,24.40786469344609,473
2024-11-30,23.290772727272728,440
2024-12-01,17.950390390390393,333
2024-12-02,23.410907335907336,518
2024-12-03,24.5323044397463,473
2024-12-04,24.530739957716705,473
2024-12-05,24.485919661733615,473
2024-12-06,24.440972515856238,473
2024-12-07,18.284504504504504,333
2024-12-08,18.275542168674697,332
2024-12-09,23.329321705426356,516
2024-12-10,27.77153713298791,579
2024-12-11,24.436305732484076,471
2024-12-12,24.445010615711254,471
2024-12-13,24.473957446808512,470
2024-12-14,18.40218181818182,330
2024-12-15,18.380966767371604,331
2024-12-16,23.344630350194553,514
2024-12-17,24.479703389830508,472
2024-12-18,24.58792372881356,472
2024-12-19,24.651974522292992,471
2024-12-20,27.99851724137931,580
2024-12-21,18.505196374622358,331
2024-12-22,18.50990936555891,331
2024-12-23,23.51158914728682,516
2024-12-24,24.65991507430998,471
2024-12-25,24.653333333333332,471
2024-12-26,24.647983014861996,471
2024-12-27,24.62305732484076,471
2024-12-28,18.445981873111784,331
2024-12-29,18.471359516616314,331
2024-12-30,24.501571125265393,471
2024-12-31,28.212977624784855,581
2025-01-01,24.605350318471338,471
2025-01-02,24.70224576271186,472
2025-01-03,24.71877118644068,472
2025-01-04,18.440240240240243,333
2025-01-05,18.37927927927928,333
2025-01-06,23.696959064327487,513
2025-01-07,24.8018763326226,469
2025-01-08,24.79804255319149,470
2025-01-09,24.880724946695096,469
2025-01-10,28.568719723183392,578
2025-01-11,18.731185410334348,329
2025-01-12,18.667234042553194,329
2025-01-13,23.61751953125,512
2025-01-14,24.767991452991453,468
2025-01-15,24.76542735042735,468
2025-01-16,24.761324786324785,468
2025-01-17,24.830897435897437,468
2025-01-18,18.700609756097563,328
2025-01-19,18.715,328
2025-01-20,27.692274193548386,620
2025-01-21,24.611630901287555,466
2025-01-22,24.663047210300427,466
2025-01-23,24.77390557939914,466
2025-01-24,24.998111587982834,466
2025-01-25,19.4060736196319,326
2025-01-26,26.590434782608696,437
2025-01-27,24.376739130434782,506
2025-02-03,11.723863636363637,44
2025-02-05,25.275010845986987,461
2025-02-06,24.940386266094418,466
2025-02-07,25.19330396475771,454
2025-02-08,26.07764434180139,433
2025-02-09,18.62633540372671,322
2025-02-10,28.05678629690049,613
2025-02-11,24.92305010893246,459
2025-02-12,23.731133200795227,503
2025-02-13,25.196746203904556,461
2025-02-14,25.031236442516267,461
2025-02-15,18.34173913043478,322
2025-02-16,18.325820433436533,323
2025-02-17,23.712896825396825,504
2025-02-18,24.972624728850324,461
2025-02-19,24.881127982646422,461
2025-02-20,28.225157894736842,570
2025-02-21,24.77422993492408,461
2025-02-22,18.140124223602484,322
2025-02-23,18.140931677018635,322
2025-02-24,23.658429423459246,503
2025-02-25,24.770065359477123,459
2025-02-26,25.148478260869563,460
2025-02-27,25.43425485961123,463
2025-02-28,28.677832167832168,572
2025-03-01,18.55671826625387,323
2025-03-02,18.515185185185185,324
2025-03-03,23.982578125,512
2025-03-04,25.186411889596602,471
2025-03-05,25.27105376344086,465
2025-03-06,25.212903225806453,465
2025-03-07,25.223010752688175,465
2025-03-08,18.529723076923077,325
2025-03-09,24.129469026548673,226
2025-03-10,11.05888888888889,45
